"Name","Created","Runtime","End Time","ID","Notes","State","Updated","Tags","batch_size","dropout","embedding_dim","hidden_dim","lang","n_layers","train_accuracy","train_loss","val_accuracy","val_loss"
"zesty-sweep-835","2022-01-26T18:06:05.000Z","51","2022-01-26T18:06:56.000Z","4jljv9a0","-","finished","2022-01-26T18:06:56.000Z","","256","0.4","250","512","af","4","0.21404968430990737","2.404063065846761","0.23039307880383675","2.3914883136749268"
"zesty-sweep-730","2022-01-26T15:09:00.000Z","91","2022-01-26T15:10:31.000Z","40nxpgza","-","finished","2022-01-26T15:10:31.000Z","","256","0.2","150","256","en","4","0.959596453325252","0.1261940498133095","0.9118021313822172","0.29979475028812885"
"zesty-sweep-701","2022-01-26T14:28:55.000Z","16","2022-01-26T14:29:11.000Z","c6bjedi7","-","finished","2022-01-26T14:29:11.000Z","","64","0.1","200","256","ta","4","0.540527729499131","1.3914256266185216","0.5352335708630246","1.5464267134666445"
"zesty-sweep-309","2022-01-26T03:00:58.000Z","420","2022-01-26T03:07:58.000Z","qu4q0gt0","-","finished","2022-01-26T03:07:58.000Z","","64","0.2","50","512","cs","3","0.9825501135104552","0.05085351776331663","0.9445093164582392","0.1712995823858113"
"zesty-sweep-25","2022-01-25T19:06:44.000Z","17","2022-01-25T19:07:01.000Z","j0cctn4r","-","failed","2022-01-25T19:07:01.000Z","","256","0.4","250","512","ar","4","","","",""
"zesty-sweep-187","2022-01-25T23:04:45.000Z","157","2022-01-25T23:07:22.000Z","rz0bgg6g","-","finished","2022-01-25T23:07:22.000Z","","64","0.4","250","512","en","3","0.9720557613912976","0.08517744306626977","0.916454588834102","0.32169519690796733"
"youthful-sweep-83","2022-01-25T20:26:50.000Z","27","2022-01-25T20:27:17.000Z","nxnj890r","-","finished","2022-01-25T20:27:17.000Z","","128","0.2","150","64","lt","3","0.8237370024157127","0.5712552886260184","0.7718660783804827","0.719147002696991"
"youthful-sweep-828","2022-01-26T17:58:18.000Z","135","2022-01-26T18:00:33.000Z","ritjydn4","-","finished","2022-01-26T18:00:33.000Z","","256","0.2","50","64","cs","4","0.9637253116498012","0.11642447086565334","0.9411631761337954","0.179053363365096"
"youthful-sweep-763","2022-01-26T16:03:30.000Z","130","2022-01-26T16:05:40.000Z","wq06bzrg","-","finished","2022-01-26T16:05:40.000Z","","64","0.2","250","256","es","3","0.987307680239308","0.036873273610196135","0.9392446235254138","0.25984601497650145"
"youthful-sweep-463","2022-01-26T07:38:23.000Z","161","2022-01-26T07:41:04.000Z","tfthgue0","-","finished","2022-01-26T07:41:04.000Z","","128","0.2","250","512","ar","3","0.982630294926346","0.05166106769929127","0.9422920425998657","0.1895397390638079"
"youthful-sweep-239","2022-01-26T01:10:14.000Z","31","2022-01-26T01:10:45.000Z","3p6d0oaq","-","finished","2022-01-26T01:10:45.000Z","","64","0.1","250","64","lt","3","0.9216258796344922","0.2628169156409599","0.8067306860455057","0.5997024536132812"
"youthful-sweep-203","2022-01-25T23:36:32.000Z","291","2022-01-25T23:41:23.000Z","9sal14q9","-","finished","2022-01-25T23:41:23.000Z","","128","0.4","50","256","cs","4","0.9661845889920576","0.1006063846212167","0.9458653508111096","0.15760322394844603"
"youthful-sweep-194","2022-01-25T23:16:31.000Z","211","2022-01-25T23:20:02.000Z","hs7mhffi","-","finished","2022-01-25T23:20:02.000Z","","256","0.4","250","512","es","3","0.9563848591659782","0.1373034996379699","0.9442448662556436","0.17924769009862626"
"young-sweep-819","2022-01-26T17:45:57.000Z","31","2022-01-26T17:46:28.000Z","v9l5bkmg","-","finished","2022-01-26T17:46:28.000Z","","128","0.2","200","512","af","3","0.8766448338939046","0.42757159200581635","0.8745533195410946","0.4439820200204849"
"young-sweep-503","2022-01-26T08:48:58.000Z","29","2022-01-26T08:49:27.000Z","ot0jgcr6","-","finished","2022-01-26T08:49:27.000Z","","64","0.1","200","64","hy","4","0.8718441990262439","0.4406079784516365","0.8272065683896249","0.5600635930895805"
"young-sweep-375","2022-01-26T05:03:39.000Z","43","2022-01-26T05:04:22.000Z","0s41ig3u","-","finished","2022-01-26T05:04:22.000Z","","256","0.2","50","256","hy","4","0.46688041800261254","1.678112730383873","0.5489830192200037","1.4021743535995483"
"young-sweep-359","2022-01-26T04:31:08.000Z","56","2022-01-26T04:32:04.000Z","xudpvu1j","-","finished","2022-01-26T04:32:04.000Z","","256","0.4","250","512","hy","4","0.2599216245101532","2.276943475008011","0.30360141817503267","2.1791880130767822"
"young-sweep-281","2022-01-26T02:19:43.000Z","28","2022-01-26T02:20:11.000Z","fsgdz03h","-","finished","2022-01-26T02:20:11.000Z","","128","0.1","200","256","af","4","0.9288959697881632","0.24972452223300937","0.8980628173782208","0.3824717700481415"
"woven-sweep-548","2022-01-26T10:08:52.000Z","29","2022-01-26T10:09:21.000Z","rbrh0rkf","-","finished","2022-01-26T10:09:21.000Z","","64","0.4","200","64","lt","4","0.8252494485873333","0.5324342709940832","0.7832857513625746","0.6764066219329834"
"woven-sweep-533","2022-01-26T09:45:12.000Z","25","2022-01-26T09:45:37.000Z","qwk2aocj","-","finished","2022-01-26T09:45:37.000Z","","256","0.2","200","256","af","4","0.5674455655868296","1.3269977569580078","0.6336279857062254","1.1768672466278076"
"worthy-sweep-736","2022-01-26T15:23:49.000Z","96","2022-01-26T15:25:25.000Z","in9jm8ub","-","finished","2022-01-26T15:25:25.000Z","","64","0.2","200","256","en","3","0.9861085313755584","0.04207653347973009","0.9133131859392396","0.3813128112815321"
"worthy-sweep-72","2022-01-25T20:11:52.000Z","100","2022-01-25T20:13:32.000Z","985w0z7p","-","finished","2022-01-25T20:13:32.000Z","","128","0.4","50","256","ar","4","0.9473374274417432","0.15731752648645517","0.9363478753140148","0.1869659892150334"
"worthy-sweep-653","2022-01-26T12:55:37.000Z","105","2022-01-26T12:57:22.000Z","7tlxo8og","-","finished","2022-01-26T12:57:22.000Z","","128","0.2","50","256","en","4","0.9495957690164528","0.1556859503747249","0.9120804835374584","0.2864496521651745"
"worthy-sweep-609","2022-01-26T12:02:16.000Z","83","2022-01-26T12:03:39.000Z","x3pv13qa","-","finished","2022-01-26T12:03:39.000Z","","128","0.1","50","256","ar","3","0.9766928046118492","0.06949386380764903","0.9411598202597036","0.17570788093975612"
"worthy-sweep-497","2022-01-26T08:38:09.000Z","159","2022-01-26T08:40:48.000Z","u86vscbp","-","finished","2022-01-26T08:40:48.000Z","","64","0.1","50","512","en","3","0.9737958609093488","0.0796353151185476","0.9090981390170192","0.32805022737011313"
"worthy-sweep-238","2022-01-26T01:09:02.000Z","65","2022-01-26T01:10:07.000Z","epvnurcm","-","finished","2022-01-26T01:10:07.000Z","","256","0.2","250","512","lt","4","0.5139376115954206","1.5345689177513122","0.5395795484038411","1.4160029490788777"
"worldly-sweep-660","2022-01-26T13:03:54.000Z","45","2022-01-26T13:04:39.000Z","03i55dqd","-","finished","2022-01-26T13:04:39.000Z","","128","0.2","150","64","ar","3","0.9764847046530264","0.07615998349323565","0.9380108268761278","0.1872688638312476"
"wobbly-sweep-673","2022-01-26T13:33:53.000Z","54","2022-01-26T13:34:47.000Z","bh21kg5r","-","finished","2022-01-26T13:34:47.000Z","","128","0.2","150","512","hy","4","0.4714879467996675","1.6156532689929008","0.5454375816383654","1.3731319308280945"
"wobbly-sweep-439","2022-01-26T06:53:30.000Z","24","2022-01-26T06:53:54.000Z","h8gc3vby","-","finished","2022-01-26T06:53:54.000Z","","64","0.1","200","256","af","3","0.9815601581400838","0.0647652546564738","0.9131088959939816","0.3467278704047203"
"wobbly-sweep-429","2022-01-26T06:37:20.000Z","76","2022-01-26T06:38:36.000Z","fnjzqi20","-","finished","2022-01-26T06:38:36.000Z","","256","0.1","150","256","ar","3","0.980584716607705","0.05995582386851311","0.9386830838905992","0.1922143362462521"
"wobbly-sweep-136","2022-01-25T21:48:34.000Z","75","2022-01-25T21:49:49.000Z","0p1ehmwo","-","finished","2022-01-25T21:49:49.000Z","","128","0.1","250","64","ar","4","0.9828959544482472","0.06012825569023891","0.9332342638785692","0.22225323958056312"
"wise-sweep-466","2022-01-26T07:44:08.000Z","66","2022-01-26T07:45:14.000Z","nfd99bfc","-","finished","2022-01-26T07:45:14.000Z","","128","0.2","150","64","es","3","0.9642345385894632","0.11782940329463631","0.9407980969949996","0.1968166564519589"
"wise-sweep-340","2022-01-26T03:59:44.000Z","49","2022-01-26T04:00:33.000Z","hxx6ypup","-","finished","2022-01-26T04:00:33.000Z","","256","0.2","150","512","lt","3","0.5713055351328642","1.317924988269806","0.5842200882429276","1.2648919423421223"
"wise-sweep-175","2022-01-25T22:43:19.000Z","372","2022-01-25T22:49:31.000Z","gsvaozgm","-","finished","2022-01-25T22:49:31.000Z","","256","0.4","50","512","cs","3","0.963715580196214","0.10838994402095584","0.9450303852142032","0.16264540077866735"
"wise-sweep-134","2022-01-25T21:46:42.000Z","79","2022-01-25T21:48:01.000Z","xga7p0fs","-","finished","2022-01-25T21:48:01.000Z","","128","0.4","50","64","en","3","0.922272296247055","0.2633237525516627","0.9038094480674408","0.32280637323856354"
"winter-sweep-818","2022-01-26T17:45:31.000Z","19","2022-01-26T17:45:50.000Z","b73u4bs7","-","finished","2022-01-26T17:45:50.000Z","","128","0.2","50","512","ta","3","0.2722389003002054","2.154144763946533","0.29453681710213775","2.103346586227417"
"winter-sweep-326","2022-01-26T03:27:17.000Z","21","2022-01-26T03:27:38.000Z","c17pnpd7","-","finished","2022-01-26T03:27:38.000Z","","128","0.2","50","256","af","3","0.8736944591963179","0.4322641573169015","0.8608237728042129","0.47700831294059753"
"wild-sweep-514","2022-01-26T09:09:59.000Z","154","2022-01-26T09:12:33.000Z","cpwpnw4y","-","finished","2022-01-26T09:12:33.000Z","","128","0.2","150","512","ar","3","0.9742310263755628","0.0775553677611205","0.9404521812971022","0.17893990448543004"
"wild-sweep-428","2022-01-26T06:36:49.000Z","28","2022-01-26T06:37:17.000Z","tguvpafn","-","finished","2022-01-26T06:37:17.000Z","","64","0.4","250","256","af","4","0.9367734702307192","0.2070675925129936","0.9102877562535264","0.31647825241088867"
"wild-sweep-196","2022-01-25T23:20:33.000Z","106","2022-01-25T23:22:19.000Z","kq62p087","-","finished","2022-01-25T23:22:19.000Z","","64","0.2","150","64","es","4","0.9667473773389534","0.1106867894261807","0.9406767318801884","0.20248704612255097"
"wild-sweep-123","2022-01-25T21:25:32.000Z","38","2022-01-25T21:26:10.000Z","qsc7kauv","-","finished","2022-01-25T21:26:10.000Z","","256","0.2","50","512","af","4","0.2079424086859031","2.4103736877441406","0.2142185442918939","2.415517091751098"
"whole-sweep-626","2022-01-26T12:17:29.000Z","15","2022-01-26T12:17:44.000Z","69jatl9r","-","finished","2022-01-26T12:17:44.000Z","","128","0.2","250","256","ta","4","0.4093853689366409","1.7998480796813965","0.4014251781472684","1.7756537199020386"
"whole-sweep-555","2022-01-26T10:21:28.000Z","96","2022-01-26T10:23:04.000Z","onvp40pd","-","finished","2022-01-26T10:23:04.000Z","","256","0.2","250","256","es","3","0.9733001077304438","0.08268456786338772","0.941429195592019","0.2036552173750741"
"whole-sweep-519","2022-01-26T09:20:07.000Z","34","2022-01-26T09:20:41.000Z","ktjwy9j4","-","finished","2022-01-26T09:20:41.000Z","","128","0.4","150","512","af","3","0.7784858677051986","0.7189307375387712","0.8188828286627797","0.619608074426651"
"warm-sweep-724","2022-01-26T14:57:17.000Z","47","2022-01-26T14:58:04.000Z","ujtioy8g","-","finished","2022-01-26T14:58:04.000Z","","256","0.4","50","512","lt","3","0.33668732276021424","2.1392062425613405","0.3972661994982265","2.044737696647644"
"warm-sweep-20","2022-01-25T18:54:06.000Z","360","2022-01-25T19:00:06.000Z","n1opr5st","-","finished","2022-01-25T19:00:06.000Z","","64","0.4","150","256","cs","4","0.9829588345611184","0.05186754866001698","0.9465496459243634","0.18246452137827873"
"wandering-sweep-560","2022-01-26T10:29:28.000Z","21","2022-01-26T10:29:49.000Z","m6a3g8am","-","finished","2022-01-26T10:29:49.000Z","","64","0.4","200","64","af","3","0.9176550421903582","0.31254477869896663","0.902388564980252","0.34081055223941803"
"wandering-sweep-54","2022-01-25T19:48:54.000Z","24","2022-01-25T19:49:18.000Z","zsxdkgh5","-","finished","2022-01-25T19:49:18.000Z","","256","0.4","200","512","ta","4","0.2594406699320588","2.2133668661117554","0.2977038796516231","2.1145057678222656"
"wandering-sweep-501","2022-01-26T08:42:43.000Z","62","2022-01-26T08:43:45.000Z","vh1dqly9","-","finished","2022-01-26T08:43:45.000Z","","128","0.2","150","64","es","3","0.9642345385894632","0.11782940248916816","0.9407980969949996","0.19681665759820205"
"wandering-sweep-416","2022-01-26T06:16:01.000Z","215","2022-01-26T06:19:36.000Z","c9bpg1ak","-","finished","2022-01-26T06:19:36.000Z","","128","0.2","200","512","ar","4","0.9679703169760864","0.09578531767640797","0.9399568340232812","0.1758987775870732"
"wandering-sweep-398","2022-01-26T05:44:29.000Z","232","2022-01-26T05:48:21.000Z","k0cq7w1y","-","finished","2022-01-26T05:48:21.000Z","","64","0.4","250","512","ar","4","0.9697369527967308","0.08782925433719281","0.9440257580582389","0.16393349434320742"
"wandering-sweep-338","2022-01-26T03:56:03.000Z","143","2022-01-26T03:58:26.000Z","moxbyedg","-","finished","2022-01-26T03:58:26.000Z","","256","0.1","250","512","en","3","0.9719873305113742","0.0901051403916612","0.9082233179576904","0.3329334780573845"
"wandering-sweep-288","2022-01-26T02:31:56.000Z","33","2022-01-26T02:32:29.000Z","n4dsln0j","-","finished","2022-01-26T02:32:29.000Z","","128","0.2","150","256","hy","4","0.8388314926968293","0.5058242175728083","0.8283261802575107","0.5237423479557037"
"volcanic-sweep-874","2022-01-26T20:47:12.000Z","0","2022-01-26T20:47:12.000Z","knxbn47c","-","crashed","2022-01-26T20:47:12.000Z","","128","0.2","250","256","cs","3","","","",""
"volcanic-sweep-674","2022-01-26T13:34:50.000Z","21","2022-01-26T13:35:11.000Z","6gergqe6","-","finished","2022-01-26T13:35:11.000Z","","128","0.4","250","64","hy","4","0.7108181926137038","0.9320330061018468","0.7665609255458108","0.7920868992805481"
"vocal-sweep-8","2022-01-25T18:34:18.000Z","89","2022-01-25T18:35:47.000Z","lolsb72k","-","finished","2022-01-25T18:35:47.000Z","","256","0.4","250","256","en","4","0.9502165348557576","0.15703632424072345","0.912716717035152","0.2974981479346752"
"vocal-sweep-685","2022-01-26T14:01:51.000Z","96","2022-01-26T14:03:27.000Z","x78fiy04","-","finished","2022-01-26T14:03:27.000Z","","64","0.1","50","64","es","4","0.9595566316978528","0.13125177885632258","0.9415748337297928","0.18966176748275757"
"vocal-sweep-573","2022-01-26T10:50:11.000Z","84","2022-01-26T10:51:35.000Z","6j16vfbe","-","finished","2022-01-26T10:51:35.000Z","","256","0.1","200","256","en","4","0.973976713949146","0.08368983317394646","0.9097343725147128","0.34134482964873314"
"vocal-sweep-213","2022-01-26T00:01:47.000Z","86","2022-01-26T00:03:13.000Z","8la6jnk8","-","finished","2022-01-26T00:03:13.000Z","","128","0.1","150","256","ar","3","0.9907240550269424","0.029177686579677523","0.9366309308990552","0.2237318264586585"
"vivid-sweep-717","2022-01-26T14:49:06.000Z","167","2022-01-26T14:51:53.000Z","ppnifzvc","-","finished","2022-01-26T14:51:53.000Z","","64","0.2","250","512","ar","3","0.9893116319021664","0.03133518146062942","0.9409829105190533","0.21613346326809665"
"vivid-sweep-703","2022-01-26T14:30:18.000Z","26","2022-01-26T14:30:44.000Z","49gswp41","-","finished","2022-01-26T14:30:44.000Z","","128","0.4","50","256","af","4","0.676933970614268","0.9998682195490056","0.7479781831860072","0.8251749277114868"
"vivid-sweep-478","2022-01-26T08:14:12.000Z","87","2022-01-26T08:15:39.000Z","ca6mxpgx","-","finished","2022-01-26T08:15:39.000Z","","64","0.2","150","64","es","3","0.9698119423903608","0.09644173582394916","0.9409194621098113","0.2015784960985184"
"vivid-sweep-316","2022-01-26T03:14:43.000Z","20","2022-01-26T03:15:03.000Z","c3yrevmf","-","finished","2022-01-26T03:15:03.000Z","","256","0.1","50","64","hy","3","0.4380239876499228","1.821418434381485","0.4642657212166449","1.612440824508667"
"vivid-sweep-300","2022-01-26T02:45:26.000Z","18","2022-01-26T02:45:44.000Z","yj38h78o","-","finished","2022-01-26T02:45:44.000Z","","256","0.2","250","512","ta","3","0.2687628377310792","2.169250011444092","0.30482977038796516","2.071035146713257"
"vivid-sweep-249","2022-01-26T01:28:20.000Z","54","2022-01-26T01:29:14.000Z","oxekwimp","-","finished","2022-01-26T01:29:14.000Z","","128","0.4","200","512","hy","4","0.33832086450540316","2.14748128503561","0.43496921067363314","1.778517246246338"
"vivid-sweep-157","2022-01-25T22:18:56.000Z","28","2022-01-25T22:19:24.000Z","ap6lmqip","-","finished","2022-01-25T22:19:24.000Z","","64","0.2","50","64","lt","4","0.7608234429156602","0.6953042777808937","0.7331949130547625","0.8148294746875763"
"vital-sweep-664","2022-01-26T13:12:09.000Z","39","2022-01-26T13:12:48.000Z","f26p7jfa","-","finished","2022-01-26T13:12:48.000Z","","64","0.1","150","256","hy","4","0.9206270039187744","0.2446120688992162","0.8402687068482926","0.4682469144463539"
"vital-sweep-645","2022-01-26T12:41:02.000Z","224","2022-01-26T12:44:46.000Z","ycaqu96t","-","finished","2022-01-26T12:44:46.000Z","","64","0.1","250","512","es","3","0.9906886380989236","0.027492344727622228","0.9359192193795816","0.2827143496274948"
"vital-sweep-618","2022-01-26T12:10:28.000Z","19","2022-01-26T12:10:47.000Z","92rssry4","-","finished","2022-01-26T12:10:47.000Z","","256","0.2","50","512","ta","4","0.25233054194975507","2.2111834287643433","0.3016627078384798","2.110046625137329"
"vital-sweep-595","2022-01-26T11:44:22.000Z","44","2022-01-26T11:45:06.000Z","1o9ynxne","-","finished","2022-01-26T11:45:06.000Z","","64","0.4","200","256","lt","4","0.8859783636172671","0.3395915780518506","0.8042218184964097","0.5896402984857559"
"vital-sweep-563","2022-01-26T10:32:14.000Z","56","2022-01-26T10:33:10.000Z","9pjf36s9","-","finished","2022-01-26T10:33:10.000Z","","256","0.4","50","512","hy","4","0.24018525115781977","2.3014811277389526","0.2761709274118306","2.236102342605591"
"vital-sweep-546","2022-01-26T10:05:40.000Z","30","2022-01-26T10:06:10.000Z","1tfa2zli","-","finished","2022-01-26T10:06:10.000Z","","256","0.1","50","64","lt","4","0.4677449847705073","1.8592330932617187","0.4836058482567696","1.7473175128300984"
"vital-sweep-285","2022-01-26T02:23:10.000Z","209","2022-01-26T02:26:39.000Z","1napeq3s","-","finished","2022-01-26T02:26:39.000Z","","128","0.1","50","512","ar","4","0.9607532332977644","0.12174782126533742","0.931535930368326","0.20974516017096384"
"vital-sweep-141","2022-01-25T21:58:16.000Z","204","2022-01-25T22:01:40.000Z","bxxbjtw8","-","finished","2022-01-25T22:01:40.000Z","","64","0.1","200","64","cs","3","0.9944461204170066","0.017853166764387144","0.9393865200140624","0.27892309766391227"
"visionary-sweep-16","2022-01-25T18:50:19.000Z","95","2022-01-25T18:51:54.000Z","agwlbv5l","-","finished","2022-01-25T18:51:54.000Z","","256","0.1","150","256","ar","4","0.9707243206864642","0.08946893572807312","0.9385415560980788","0.1760515570640564"
"visionary-sweep-137","2022-01-25T21:49:51.000Z","40","2022-01-25T21:50:31.000Z","r0r6jb0x","-","finished","2022-01-25T21:50:31.000Z","","128","0.1","50","256","hy","3","0.847975299845624","0.4788361433893442","0.8286993842134727","0.5436610579490662"
"vibrant-sweep-728","2022-01-26T15:05:49.000Z","23","2022-01-26T15:06:12.000Z","hxjkqix3","-","finished","2022-01-26T15:06:12.000Z","","128","0.4","250","256","af","3","0.9072992270018292","0.3070811385458166","0.8933609178107955","0.37490007281303406"
"vibrant-sweep-568","2022-01-26T10:44:20.000Z","185","2022-01-26T10:47:25.000Z","vptwqlau","-","finished","2022-01-26T10:47:25.000Z","","256","0.4","150","256","cs","3","0.9783363941071878","0.06520401850982678","0.9469953794385012","0.16795122099889292"
"vibrant-sweep-431","2022-01-26T06:39:14.000Z","25","2022-01-26T06:39:39.000Z","vyu8x6de","-","finished","2022-01-26T06:39:39.000Z","","128","0.1","150","256","af","4","0.90579453590606","0.32492397861047223","0.8794432950912169","0.4362446665763855"
"vibrant-sweep-417","2022-01-26T06:19:38.000Z","20","2022-01-26T06:19:58.000Z","alktp9cc","-","finished","2022-01-26T06:19:58.000Z","","256","0.4","250","512","ta","3","0.2697108547953863","2.2123894691467285","0.2596991290577989","2.0876193046569824"
"vibrant-sweep-235","2022-01-26T01:04:34.000Z","182","2022-01-26T01:07:36.000Z","g4crowsh","-","finished","2022-01-26T01:07:36.000Z","","64","0.4","200","256","es","4","0.9682639709650764","0.09733092252936988","0.944900237875625","0.18430429339408871"
"vibrant-sweep-17","2022-01-25T18:51:57.000Z","51","2022-01-25T18:52:48.000Z","5tmpks1d","-","finished","2022-01-25T18:52:48.000Z","","256","0.4","250","64","en","4","0.9295748487188762","0.247910990094652","0.9039287418482584","0.3354181796312332"
"vague-sweep-443","2022-01-26T06:55:09.000Z","14","2022-01-26T06:55:23.000Z","1z6fols5","-","finished","2022-01-26T06:55:23.000Z","","128","0.4","150","64","ta","3","0.3144256596618739","2.104916036128998","0.3333333333333333","2.048325777053833"
"vague-sweep-424","2022-01-26T06:30:07.000Z","19","2022-01-26T06:30:26.000Z","bxuszq7p","-","finished","2022-01-26T06:30:26.000Z","","128","0.4","250","64","af","4","0.6947247300407152","1.0320088321512395","0.7596388941132217","0.8608358502388"
"vague-sweep-227","2022-01-26T00:47:49.000Z","26","2022-01-26T00:48:15.000Z","4c6zgs2q","-","finished","2022-01-26T00:48:15.000Z","","64","0.4","250","512","ta","4","0.2872491704850687","2.12885536466326","0.2929532858273951","2.144539594650269"
"usual-sweep-853","2022-01-26T18:49:12.000Z","89","2022-01-26T18:50:41.000Z","az4iz0tk","-","finished","2022-01-26T18:50:41.000Z","","256","0.2","250","256","en","4","0.9681112099557154","0.10021481298062268","0.9144265945602036","0.3177628144621849"
"usual-sweep-761","2022-01-26T16:00:04.000Z","133","2022-01-26T16:02:17.000Z","7vdpu31j","-","finished","2022-01-26T16:02:17.000Z","","64","0.4","150","256","ar","4","0.9747712007367624","0.07462414761179502","0.9426812440292962","0.16279267519712448"
"usual-sweep-708","2022-01-26T14:36:10.000Z","195","2022-01-26T14:39:25.000Z","mgv4hxes","-","finished","2022-01-26T14:39:25.000Z","","128","0.2","50","512","es","3","0.9594781871999498","0.12421814976511776","0.943929316957134","0.1730396575652636"
"usual-sweep-422","2022-01-26T06:25:40.000Z","26","2022-01-26T06:26:06.000Z","i0nnuo28","-","finished","2022-01-26T06:26:06.000Z","","64","0.2","50","64","hy","3","0.8040850255314096","0.6385945927712225","0.8139578279529763","0.619079515337944"
"usual-sweep-21","2022-01-25T19:00:13.000Z","98","2022-01-25T19:01:51.000Z","ckp35gde","-","finished","2022-01-25T19:01:51.000Z","","64","0.1","150","64","es","3","0.976189480069868","0.0767789840832487","0.9391475314335648","0.21561881959438323"
"usual-sweep-155","2022-01-25T22:16:26.000Z","80","2022-01-25T22:17:46.000Z","2znk49st","-","finished","2022-01-25T22:17:46.000Z","","256","0.2","50","512","lt","4","0.30593425060392815","2.1899914264678957","0.3062548663379185","2.181997776031494"
"upbeat-sweep-842","2022-01-26T18:28:37.000Z","33","2022-01-26T18:29:10.000Z","efgpo07z","-","finished","2022-01-26T18:29:10.000Z","","128","0.2","200","64","hy","4","0.7090369314808218","0.9365723989903928","0.7490203396155999","0.8353081047534943"
"upbeat-sweep-771","2022-01-26T16:13:53.000Z","58","2022-01-26T16:14:51.000Z","0oaky01g","-","finished","2022-01-26T16:14:51.000Z","","128","0.4","150","64","ar","3","0.9649019494981248","0.1155543842790078","0.9390369033718996","0.18204303085803983"
"upbeat-sweep-751","2022-01-26T15:44:17.000Z","43","2022-01-26T15:45:00.000Z","2n3tsyim","-","finished","2022-01-26T15:45:00.000Z","","64","0.2","50","256","hy","3","0.8853817836361477","0.34784477276186787","0.8432543384959881","0.485895574092865"
"upbeat-sweep-692","2022-01-26T14:20:47.000Z","163","2022-01-26T14:23:30.000Z","9yccof3l","-","finished","2022-01-26T14:23:30.000Z","","64","0.4","50","512","ar","3","0.9622055053508256","0.11018416224066745","0.9420443689629552","0.16723080036731866"
"upbeat-sweep-61","2022-01-25T19:54:18.000Z","62","2022-01-25T19:55:20.000Z","uwgnl0z4","-","finished","2022-01-25T19:55:20.000Z","","64","0.4","50","512","lt","4","0.5867030774078353","1.2977613693959005","0.60896271303746","1.2016422033309937"
"upbeat-sweep-486","2022-01-26T08:21:16.000Z","129","2022-01-26T08:23:25.000Z","lxhmqfbg","-","finished","2022-01-26T08:23:25.000Z","","128","0.4","150","512","lt","4","0.541854847179918","1.3803636337581433","0.5571416212475128","1.2844931840896607"
"upbeat-sweep-314","2022-01-26T03:13:36.000Z","28","2022-01-26T03:14:04.000Z","vnyneaxc","-","finished","2022-01-26T03:14:04.000Z","","256","0.1","250","256","lt","3","0.8710009452788573","0.4044230192899704","0.7713470023358422","0.6891381939252218"
"upbeat-sweep-298","2022-01-26T02:44:34.000Z","15","2022-01-26T02:44:49.000Z","o8rveoet","-","finished","2022-01-26T02:44:49.000Z","","256","0.2","50","64","ta","3","0.27982303681466264","2.19886577129364","0.2913697545526524","2.158006429672241"
"unique-sweep-852","2022-01-26T18:48:45.000Z","22","2022-01-26T18:49:07.000Z","n68vzokg","-","finished","2022-01-26T18:49:07.000Z","","64","0.2","250","64","af","3","0.955331327078539","0.1717443721635001","0.9164942636825276","0.30100416019558907"
"unique-sweep-848","2022-01-26T18:35:31.000Z","105","2022-01-26T18:37:16.000Z","dis6e6e6","-","finished","2022-01-26T18:37:16.000Z","","64","0.1","50","64","es","4","0.9595566316978528","0.1312517849980174","0.9415748337297928","0.18966173827648164"
"unique-sweep-611","2022-01-26T12:05:02.000Z","38","2022-01-26T12:05:40.000Z","d10j5dua","-","finished","2022-01-26T12:05:40.000Z","","128","0.1","150","512","af","4","0.3245412167345253","2.178190664811568","0.39928531126575134","1.979989767074585"
"unique-sweep-552","2022-01-26T10:16:00.000Z","168","2022-01-26T10:18:48.000Z","mu11xdcp","-","finished","2022-01-26T10:18:48.000Z","","64","0.4","150","512","ar","3","0.975745285650401","0.07145729637944821","0.9411598202597036","0.17998751080953157"
"twilight-sweep-380","2022-01-26T05:07:37.000Z","141","2022-01-26T05:09:58.000Z","mvvzwixy","-","finished","2022-01-26T05:09:58.000Z","","128","0.1","250","64","cs","3","0.9930962287836934","0.022788238978156676","0.9380304856611924","0.2590044287786092"
"twilight-sweep-36","2022-01-25T19:14:26.000Z","628","2022-01-25T19:24:54.000Z","4hb6jmdq","-","finished","2022-01-25T19:24:54.000Z","","64","0.1","250","512","cs","4","0.9941166412026964","0.018104817524122505","0.9401022048114108","0.2671521320939064"
"true-sweep-581","2022-01-26T11:06:31.000Z","22","2022-01-26T11:06:53.000Z","robxzx5j","-","finished","2022-01-26T11:06:53.000Z","","128","0.1","150","512","ta","3","0.2994153894770106","2.097078859806061","0.29453681710213775","2.081528663635254"
"true-sweep-44","2022-01-25T19:31:36.000Z","194","2022-01-25T19:34:50.000Z","evrg4prd","-","finished","2022-01-25T19:34:50.000Z","","128","0.4","50","512","es","3","0.949662165695698","0.15746369414232872","0.945676974610418","0.17210833155191865"
"true-sweep-4","2022-01-25T18:25:02.000Z","22","2022-01-25T18:25:24.000Z","dr04k524","-","finished","2022-01-25T18:25:24.000Z","","64","0.1","250","512","ta","3","0.4485700742613367","1.6717642034803115","0.48535233570863023","1.631347417831421"
